accession	runtype	species	genome_size
SRX8035312	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX17468802	ont	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX13230975	ont	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX9190979	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX7899910	illumina	Salmonella enterica subsp. enterica serovar Typhimurium str. LT2	5027649
SRX8072125	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX8192066	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX6459236	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX5521284	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX10156945	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX5243320	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX10157187	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX8348945	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX8648074	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX1962299	illumina	Salmonella enterica subsp. enterica serovar Typhimurium var. 5-	5027649
SRX1598019	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
ERX2765952	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX3447812	illumina	Salmonella enterica subsp. enterica serovar Typhimurium var. 5-	5027649
ERX3365553	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX4312425	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX6459264	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX6459308	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX6827229	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX1962215	illumina	Salmonella enterica subsp. enterica serovar Typhimurium var. 5-	5027649
SRX1962430	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX3447759	illumina	Salmonella enterica subsp. enterica serovar Typhimurium var. 5-	5027649
SRX1843337	illumina	Salmonella enterica subsp. enterica serovar Typhimurium var. 5-	5027649
SRX6480523	ont	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX13297653	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX10020689	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX1843200	illumina	Salmonella enterica subsp. enterica serovar Typhimurium var. 5-	5027649
SRX7181174	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
ERX2256921	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX1662727	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX3061695	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX5171015	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX5243242	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX8009827	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX10163195	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX10700463	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX10949344	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX3025874	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX10130653	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX7899918	illumina	Salmonella enterica subsp. enterica serovar Typhimurium str. LT2	5027649
SRX4014494	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX4014472	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX4309969	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX4014437	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX4014482	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX1843151	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX10247155	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX10564154	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX10206526	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX4743928	illumina	Salmonella enterica subsp. enterica serovar Typhimurium var. 5-	5027649
SRX10121457	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX2182241	illumina	Salmonella enterica subsp. enterica serovar Typhimurium var. 5-	5027649
SRX4014453	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX2242049	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX1012406	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX9999206	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX10602560	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX1843183	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX13297676	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX8939434	ont	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX10161918	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX7899904	illumina	Salmonella enterica subsp. enterica serovar Typhimurium str. LT2	5027649
SRX10046820	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
ERX2256873	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX10041671	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX8191989	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX1843228	illumina	Salmonella enterica subsp. enterica serovar Typhimurium var. 5-	5027649
SRX1843196	illumina	Salmonella enterica subsp. enterica serovar Typhimurium var. 5-	5027649
SRX5445711	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX5242889	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX9206176	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX1308680	illumina	Salmonella enterica subsp. enterica serovar Typhimurium var. 5-	5027649
SRX10156944	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX13297661	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX6944291	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX10950703	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX3025856	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX5242907	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX6944221	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX3447619	illumina	Salmonella enterica subsp. enterica serovar Typhimurium var. 5-	5027649
SRX10155884	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX11354442	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX5629047	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX17823021	ont	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX2478111	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX10157178	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX2374124	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX7847754	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX2842641	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX10163211	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX1662693	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX1843719	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX4743872	illumina	Salmonella enterica subsp. enterica serovar Typhimurium var. 5-	5027649
SRX6944254	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX6459223	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX8035310	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX10609470	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX6847339	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX13297681	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX10156940	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX1598005	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX11354595	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX10412097	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX5982050	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX3447790	illumina	Salmonella enterica subsp. enterica serovar Typhimurium var. 5-	5027649
SRX5604539	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
ERX2256927	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX1022631	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX5242383	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX8191919	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX5242494	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX10531817	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX2376057	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX8035078	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX2674448	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX4744037	illumina	Salmonella enterica subsp. enterica serovar Typhimurium var. 5-	5027649
SRX7899926	illumina	Salmonella enterica subsp. enterica serovar Typhimurium str. LT2	5027649
SRX1308691	illumina	Salmonella enterica subsp. enterica serovar Typhimurium var. 5-	5027649
SRX8072128	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX1662764	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX11169123	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX5981907	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX14041281	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX10700477	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX10950129	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX9190733	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX3061745	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX2955646	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX10156034	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX2504611	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX8004219	ont	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX11354379	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX9190990	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX10012691	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX4014441	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX2242046	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX22598605	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX4014449	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX10609467	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX4014457	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX6901953	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX2242043	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX2182238	illumina	Salmonella enterica subsp. enterica serovar Typhimurium var. 5-	5027649
SRX10156031	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX1132050	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX1308915	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX10162054	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX1843268	illumina	Salmonella enterica subsp. enterica serovar Typhimurium var. 5-	5027649
SRX10949332	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX6459233	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX1598014	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX2182270	illumina	Salmonella enterica subsp. enterica serovar Typhimurium var. 5-	5027649
SRX11354607	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX2941137	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX6459287	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX7899908	illumina	Salmonella enterica subsp. enterica serovar Typhimurium str. LT2	5027649
SRX4338972	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX10696005	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX1843277	illumina	Salmonella enterica subsp. enterica serovar Typhimurium var. 5-	5027649
SRX5242509	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX1843801	illumina	Salmonella enterica subsp. enterica serovar Typhimurium var. 5-	5027649
SRX7899927	illumina	Salmonella enterica subsp. enterica serovar Typhimurium str. LT2	5027649
SRX6725307	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX3087644	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX7651618	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX10161767	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX4014454	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX1598031	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX10161917	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX4309995	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX5688431	ont	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
ERX2256922	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX5629036	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX10217048	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX5242885	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
ERX2657666	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX11213120	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX10130652	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX18003806	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX1662791	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
ERX2256911	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX2960209	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX9206179	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX7862687	ont	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
ERX3365558	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX10163206	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX4014492	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX15627829	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX1962205	illumina	Salmonella enterica subsp. enterica serovar Typhimurium var. 5-	5027649
SRX11354449	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX9206177	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX1843284	illumina	Salmonella enterica subsp. enterica serovar Typhimurium var. 5-	5027649
SRX6459267	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX1843325	illumina	Salmonella enterica subsp. enterica serovar Typhimurium var. 5-	5027649
SRX1843203	illumina	Salmonella enterica subsp. enterica serovar Typhimurium var. 5-	5027649
SRX10161906	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX12119353	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX8035205	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX15627697	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX10041608	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX5242377	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX5242910	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX683558	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
ERX2687912	illumina	Salmonella enterica subsp. enterica serovar Typhimurium str. ST4/74	5027649
SRX4014523	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX10156038	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX10425268	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX4014525	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX5242348	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX5243267	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX2542539	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX4014459	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX10643002	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX3061696	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX5242808	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX1308611	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX6607459	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX10356231	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX838751	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX3041826	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX10700475	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX13297669	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX10156667	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX9786423	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX9207789	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX1843405	illumina	Salmonella enterica subsp. enterica serovar Typhimurium var. 5-	5027649
SRX7181168	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX10012683	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX5243312	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX10564366	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX1962243	illumina	Salmonella enterica subsp. enterica serovar Typhimurium var. 5-	5027649
SRX4309981	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX1962245	illumina	Salmonella enterica subsp. enterica serovar Typhimurium var. 5-	5027649
SRX4312405	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX10162063	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
ERX2256871	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX10641680	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX2959469	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX9212344	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX4743785	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX18258491	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX1962313	illumina	Salmonella enterica subsp. enterica serovar Typhimurium var. 5-	5027649
SRX1843184	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX1308750	illumina	Salmonella enterica subsp. enterica serovar Typhimurium var. 5-	5027649
SRX5171147	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX2242053	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
ERX3836684	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX10041674	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX8072253	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX1843270	illumina	Salmonella enterica subsp. enterica serovar Typhimurium var. 5-	5027649
SRX14748896	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX2955844	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX5242798	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX5242898	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX1308700	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX7899958	illumina	Salmonella enterica subsp. enterica serovar Typhimurium str. LT2	5027649
SRX754959	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX10156939	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX9537653	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX7899916	illumina	Salmonella enterica subsp. enterica serovar Typhimurium str. LT2	5027649
SRX10180668	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX2242051	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX10194646	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX9212342	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
ERX2256937	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX2399483	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX5243309	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX2545022	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX10582451	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX10156041	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX8916786	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
ERX2256883	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
ERX2256941	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX10161916	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX2674427	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX10161765	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX5981999	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX9207783	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX14480643	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX12119349	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX6901999	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX6963533	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX5242909	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX2182272	illumina	Salmonella enterica subsp. enterica serovar Typhimurium var. 5-	5027649
SRX10161910	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX7628787	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX8023446	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX5981877	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX10161920	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX10564383	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX1843296	illumina	Salmonella enterica subsp. enterica serovar Typhimurium var. 5-	5027649
SRX10041680	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX10156025	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX4338962	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX838739	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX11354369	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
ERX3365551	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX9268275	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX1308612	illumina	Salmonella enterica subsp. enterica serovar Typhimurium var. 5-	5027649
SRX1843502	illumina	Salmonella enterica subsp. enterica serovar Typhimurium var. 5-	5027649
SRX1843805	illumina	Salmonella enterica subsp. enterica serovar Typhimurium var. 5-	5027649
SRX16455791	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX1843462	illumina	Salmonella enterica subsp. enterica serovar Typhimurium var. 5-	5027649
SRX2242062	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX1662696	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX3447588	illumina	Salmonella enterica subsp. enterica serovar Typhimurium var. 5-	5027649
SRX1843314	illumina	Salmonella enterica subsp. enterica serovar Typhimurium var. 5-	5027649
SRX10582573	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX9190734	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX1662740	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX6725431	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX7651769	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX3447814	illumina	Salmonella enterica subsp. enterica serovar Typhimurium var. 5-	5027649
SRX10163209	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX8022316	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX1438408	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX1962244	illumina	Salmonella enterica subsp. enterica serovar Typhimurium var. 5-	5027649
SRX1843773	illumina	Salmonella enterica subsp. enterica serovar Typhimurium var. 5-	5027649
SRX10161921	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX2962893	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX5242887	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX6901939	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX10130645	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX9190727	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX5243261	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX2376025	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
ERX3836668	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX1123554	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX7899936	illumina	Salmonella enterica subsp. enterica serovar Typhimurium str. LT2	5027649
SRX1843620	illumina	Salmonella enterica subsp. enterica serovar Typhimurium var. 5-	5027649
ERX2256928	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX10692650	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
ERX3365548	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX10156948	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX9206178	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX1843248	illumina	Salmonella enterica subsp. enterica serovar Typhimurium var. 5-	5027649
SRX14480644	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
ERX4434279	illumina	Salmonella enterica subsp. enterica serovar Typhimurium var. monophasic 4,[5],12:i:-	5027649
