accession	reason
SRX4187951	Failed mean read length (100 bp) filter, expected > 249 bp
SRX4187963	Failed mean read length (99 bp) filter, expected > 249 bp
SRX4187994	Failed mean read length (100 bp) filter, expected > 249 bp
SRX4188038	Failed mean read length (99 bp) filter, expected > 249 bp
SRX4188199	Failed mean read length (149 bp) filter, expected > 249 bp
SRX4188235	Failed mean read length (148 bp) filter, expected > 249 bp
SRX4189145	Failed mean read length (100 bp) filter, expected > 249 bp
SRX4189225	Failed mean read length (100 bp) filter, expected > 249 bp
SRX4189234	Failed mean read length (99 bp) filter, expected > 249 bp
SRX4189241	Failed mean read length (100 bp) filter, expected > 249 bp
SRX4189332	Failed mean read length (96 bp) filter, expected > 249 bp
SRX4189345	Failed mean read length (100 bp) filter, expected > 249 bp
SRX4189385	Failed mean read length (99 bp) filter, expected > 249 bp
SRX4189412	Failed mean read length (100 bp) filter, expected > 249 bp
SRX4189418	Failed mean read length (99 bp) filter, expected > 249 bp
SRX4189433	Failed mean read length (100 bp) filter, expected > 249 bp
SRX4189440	Failed mean read length (98 bp) filter, expected > 249 bp
SRX4189470	Failed mean read length (95 bp) filter, expected > 249 bp
SRX4190167	Failed mean read length (99 bp) filter, expected > 249 bp;Failed base count (124475531 bp) filter, expected > 125691225 bp
SRX4190208	Failed mean read length (98 bp) filter, expected > 249 bp
SRX4190215	Failed mean read length (98 bp) filter, expected > 249 bp
SRX4190277	Failed mean read length (99 bp) filter, expected > 249 bp
SRX4190280	Failed mean read length (100 bp) filter, expected > 249 bp
SRX4190288	Failed mean read length (99 bp) filter, expected > 249 bp
SRX4190302	Failed mean read length (99 bp) filter, expected > 249 bp
SRX4190309	Failed mean read length (99 bp) filter, expected > 249 bp
SRX4190356	Failed mean read length (99 bp) filter, expected > 249 bp
SRX4190377	Failed mean read length (99 bp) filter, expected > 249 bp
SRX4190422	Failed mean read length (100 bp) filter, expected > 249 bp
SRX4190464	Failed mean read length (99 bp) filter, expected > 249 bp
SRX4190501	Failed mean read length (97 bp) filter, expected > 249 bp
SRX4192149	Failed mean read length (149 bp) filter, expected > 249 bp
SRX4194334	Failed mean read length (98 bp) filter, expected > 249 bp;Failed base count (113942392 bp) filter, expected > 125691225 bp
SRX4194694	Failed mean read length (99 bp) filter, expected > 249 bp
SRX4195307	Failed mean read length (100 bp) filter, expected > 249 bp
SRX4195325	Failed mean read length (100 bp) filter, expected > 249 bp
SRX4195510	Failed mean read length (100 bp) filter, expected > 249 bp
SRX4195559	Failed mean read length (98 bp) filter, expected > 249 bp
SRX4195564	Failed mean read length (98 bp) filter, expected > 249 bp
SRX4195621	Failed mean read length (98 bp) filter, expected > 249 bp
SRX4195638	Failed mean read length (100 bp) filter, expected > 249 bp
SRX4195657	Failed mean read length (98 bp) filter, expected > 249 bp
SRX4195660	Failed mean read length (96 bp) filter, expected > 249 bp
SRX4200441	Failed mean read length (98 bp) filter, expected > 249 bp
SRX4200521	Failed mean read length (100 bp) filter, expected > 249 bp
SRX4201244	Failed mean read length (100 bp) filter, expected > 249 bp
SRX4201297	Failed mean read length (99 bp) filter, expected > 249 bp
SRX4201305	Failed mean read length (99 bp) filter, expected > 249 bp
SRX4201515	Failed mean read length (100 bp) filter, expected > 249 bp
SRX4212658	Failed mean read length (95 bp) filter, expected > 249 bp
SRX4212662	Failed mean read length (100 bp) filter, expected > 249 bp
SRX4212678	Failed mean read length (99 bp) filter, expected > 249 bp
SRX4212829	Failed mean read length (100 bp) filter, expected > 249 bp
SRX4212904	Failed mean read length (97 bp) filter, expected > 249 bp
SRX4217354	Failed mean read length (100 bp) filter, expected > 249 bp
SRX4217403	Failed mean read length (99 bp) filter, expected > 249 bp
SRX4218056	Failed mean read length (100 bp) filter, expected > 249 bp
SRX4222078	Failed mean read length (97 bp) filter, expected > 249 bp
SRX4222089	Failed mean read length (98 bp) filter, expected > 249 bp
SRX4222299	Failed mean read length (100 bp) filter, expected > 249 bp
SRX4222463	Failed mean read length (100 bp) filter, expected > 249 bp
SRX4222610	Failed mean read length (100 bp) filter, expected > 249 bp
SRX4222649	Failed mean read length (100 bp) filter, expected > 249 bp
SRX4222718	Failed mean read length (99 bp) filter, expected > 249 bp
SRX4224682	Failed mean read length (98 bp) filter, expected > 249 bp
SRX4224719	Failed mean read length (100 bp) filter, expected > 249 bp
SRX4224720	Failed mean read length (98 bp) filter, expected > 249 bp
SRX4224740	Failed mean read length (100 bp) filter, expected > 249 bp;Failed base count (68550834 bp) filter, expected > 125691225 bp
SRX4224747	Failed mean read length (94 bp) filter, expected > 249 bp
SRX4224766	Failed mean read length (100 bp) filter, expected > 249 bp
SRX4224838	Failed mean read length (100 bp) filter, expected > 249 bp
SRX4231447	Failed mean read length (100 bp) filter, expected > 249 bp
SRX4231452	Failed mean read length (98 bp) filter, expected > 249 bp
SRX4232001	Failed mean read length (98 bp) filter, expected > 249 bp
SRX4232012	Failed mean read length (99 bp) filter, expected > 249 bp
SRX4232014	Failed mean read length (97 bp) filter, expected > 249 bp
SRX4232086	Failed mean read length (99 bp) filter, expected > 249 bp
SRX4232131	Failed mean read length (95 bp) filter, expected > 249 bp
SRX4232136	Failed mean read length (100 bp) filter, expected > 249 bp
SRX4232632	Failed mean read length (100 bp) filter, expected > 249 bp
SRX4232668	Failed mean read length (99 bp) filter, expected > 249 bp
SRX4232677	Failed mean read length (100 bp) filter, expected > 249 bp
SRX4241814	Failed mean read length (100 bp) filter, expected > 249 bp
SRX4241850	Failed mean read length (100 bp) filter, expected > 249 bp
SRX4241851	Failed mean read length (99 bp) filter, expected > 249 bp
SRX4241860	Failed mean read length (99 bp) filter, expected > 249 bp
SRX4241873	Failed mean read length (100 bp) filter, expected > 249 bp
SRX4273879	Failed mean read length (99 bp) filter, expected > 249 bp
SRX4273892	Failed mean read length (99 bp) filter, expected > 249 bp
SRX4273899	Failed mean read length (98 bp) filter, expected > 249 bp
SRX4274199	Failed mean read length (98 bp) filter, expected > 249 bp
SRX4274216	Failed mean read length (97 bp) filter, expected > 249 bp
SRX4274503	Failed mean read length (99 bp) filter, expected > 249 bp
SRX4274544	Failed mean read length (98 bp) filter, expected > 249 bp
SRX4277740	Failed mean read length (244 bp) filter, expected > 249 bp
SRX4279889	Failed mean read length (100 bp) filter, expected > 249 bp
SRX4279892	Failed mean read length (96 bp) filter, expected > 249 bp
SRX4279916	Failed mean read length (96 bp) filter, expected > 249 bp
SRX4279937	Failed mean read length (99 bp) filter, expected > 249 bp
SRX4281834	Failed mean read length (98 bp) filter, expected > 249 bp
SRX4285800	Failed mean read length (100 bp) filter, expected > 249 bp
SRX4285857	Failed mean read length (94 bp) filter, expected > 249 bp
SRX4285911	Failed mean read length (99 bp) filter, expected > 249 bp
SRX4285925	Failed mean read length (97 bp) filter, expected > 249 bp
SRX4285926	Failed mean read length (99 bp) filter, expected > 249 bp
SRX4286040	Failed mean read length (99 bp) filter, expected > 249 bp
SRX4286062	Failed mean read length (99 bp) filter, expected > 249 bp
SRX4286081	Failed mean read length (100 bp) filter, expected > 249 bp
SRX4287042	Failed mean read length (98 bp) filter, expected > 249 bp
SRX4287052	Failed mean read length (100 bp) filter, expected > 249 bp
SRX4287055	Failed mean read length (99 bp) filter, expected > 249 bp
SRX4287082	Failed mean read length (99 bp) filter, expected > 249 bp
SRX4287087	Failed mean read length (99 bp) filter, expected > 249 bp
SRX4287103	Failed mean read length (100 bp) filter, expected > 249 bp
SRX4287108	Failed mean read length (99 bp) filter, expected > 249 bp
SRX4287151	Failed mean read length (100 bp) filter, expected > 249 bp
SRX4287187	Failed mean read length (100 bp) filter, expected > 249 bp
SRX4287201	Failed mean read length (98 bp) filter, expected > 249 bp
SRX4287241	Failed mean read length (99 bp) filter, expected > 249 bp
SRX4287262	Failed mean read length (100 bp) filter, expected > 249 bp
SRX4287280	Failed mean read length (94 bp) filter, expected > 249 bp
SRX4287290	Failed mean read length (100 bp) filter, expected > 249 bp
SRX4287328	Failed mean read length (98 bp) filter, expected > 249 bp
SRX4287333	Failed mean read length (100 bp) filter, expected > 249 bp
SRX4288164	Failed mean read length (99 bp) filter, expected > 249 bp
SRX4288179	Failed mean read length (99 bp) filter, expected > 249 bp
SRX4288183	Failed mean read length (99 bp) filter, expected > 249 bp
SRX4288191	Failed mean read length (97 bp) filter, expected > 249 bp
SRX4288248	Failed mean read length (99 bp) filter, expected > 249 bp
SRX4288290	Failed mean read length (100 bp) filter, expected > 249 bp
SRX4288319	Failed mean read length (100 bp) filter, expected > 249 bp
SRX4288338	Failed mean read length (100 bp) filter, expected > 249 bp
SRX4296923	Failed mean read length (147 bp) filter, expected > 249 bp
SRX4297018	Failed mean read length (183 bp) filter, expected > 249 bp
SRX4297007	Failed mean read length (227 bp) filter, expected > 249 bp
SRX4297005	Failed mean read length (185 bp) filter, expected > 249 bp
SRX4297003	Failed mean read length (181 bp) filter, expected > 249 bp
SRX4296994	Failed mean read length (239 bp) filter, expected > 249 bp
SRX4296992	Failed mean read length (195 bp) filter, expected > 249 bp
SRX4297161	Failed mean read length (148 bp) filter, expected > 249 bp
SRX4297303	Failed mean read length (91 bp) filter, expected > 249 bp
SRX4297336	Failed mean read length (98 bp) filter, expected > 249 bp
SRX4297437	Failed mean read length (100 bp) filter, expected > 249 bp
SRX4297446	Failed mean read length (99 bp) filter, expected > 249 bp
SRX4297572	Failed mean read length (99 bp) filter, expected > 249 bp
SRX4297573	Failed mean read length (100 bp) filter, expected > 249 bp
SRX4297581	Failed mean read length (99 bp) filter, expected > 249 bp
SRX4297684	Failed mean read length (97 bp) filter, expected > 249 bp
SRX4297718	Failed mean read length (99 bp) filter, expected > 249 bp
SRX4297764	Failed mean read length (98 bp) filter, expected > 249 bp
SRX4297788	Failed mean read length (99 bp) filter, expected > 249 bp
SRX4297829	Failed mean read length (97 bp) filter, expected > 249 bp
SRX4297839	Failed mean read length (99 bp) filter, expected > 249 bp
SRX4297856	Failed mean read length (99 bp) filter, expected > 249 bp
SRX4297866	Failed mean read length (99 bp) filter, expected > 249 bp
SRX4297876	Failed mean read length (98 bp) filter, expected > 249 bp
SRX4297878	Failed mean read length (100 bp) filter, expected > 249 bp
SRX4297880	Failed mean read length (99 bp) filter, expected > 249 bp
SRX4297890	Failed mean read length (96 bp) filter, expected > 249 bp
SRX4309952	Failed mean read length (225 bp) filter, expected > 249 bp
SRX4310048	Failed mean read length (98 bp) filter, expected > 249 bp
SRX4310054	Failed mean read length (149 bp) filter, expected > 249 bp
SRX4310222	Failed mean read length (96 bp) filter, expected > 249 bp
SRX4310308	Failed mean read length (100 bp) filter, expected > 249 bp
SRX4312420	Failed mean read length (221 bp) filter, expected > 249 bp
SRX4312413	Failed mean read length (198 bp) filter, expected > 249 bp
SRX4313199	Failed mean read length (149 bp) filter, expected > 249 bp
SRX4314048	Failed mean read length (149 bp) filter, expected > 249 bp
SRX4314406	Failed mean read length (100 bp) filter, expected > 249 bp
SRX4314488	Failed mean read length (100 bp) filter, expected > 249 bp
SRX4314489	Failed mean read length (100 bp) filter, expected > 249 bp
SRX4314537	Failed mean read length (100 bp) filter, expected > 249 bp
SRX4314697	Failed mean read length (99 bp) filter, expected > 249 bp
SRX4314726	Failed mean read length (100 bp) filter, expected > 249 bp
SRX4314741	Failed mean read length (100 bp) filter, expected > 249 bp
SRX4314753	Failed mean read length (100 bp) filter, expected > 249 bp
SRX4314783	Failed mean read length (100 bp) filter, expected > 249 bp
SRX4314821	Failed mean read length (99 bp) filter, expected > 249 bp
SRX4315033	Failed mean read length (99 bp) filter, expected > 249 bp
SRX4321192	Failed mean read length (100 bp) filter, expected > 249 bp
SRX4321203	Failed mean read length (100 bp) filter, expected > 249 bp
SRX4321276	Failed mean read length (98 bp) filter, expected > 249 bp
SRX4321322	Failed mean read length (99 bp) filter, expected > 249 bp;Failed base count (74909828 bp) filter, expected > 125691225 bp
SRX4321335	Failed mean read length (94 bp) filter, expected > 249 bp
SRX4321345	Failed mean read length (100 bp) filter, expected > 249 bp
SRX4321676	Failed mean read length (97 bp) filter, expected > 249 bp
SRX4321678	Failed mean read length (99 bp) filter, expected > 249 bp
SRX4321679	Failed mean read length (99 bp) filter, expected > 249 bp
SRX4327209	Failed mean read length (100 bp) filter, expected > 249 bp
SRX4327276	Failed mean read length (100 bp) filter, expected > 249 bp
SRX4327299	Failed mean read length (99 bp) filter, expected > 249 bp
SRX4327309	Failed mean read length (98 bp) filter, expected > 249 bp
SRX4327329	Failed mean read length (100 bp) filter, expected > 249 bp
SRX4327334	Failed mean read length (100 bp) filter, expected > 249 bp
SRX4327394	Failed mean read length (100 bp) filter, expected > 249 bp
SRX4327422	Failed mean read length (99 bp) filter, expected > 249 bp
SRX4327436	Failed mean read length (98 bp) filter, expected > 249 bp
SRX4327477	Failed mean read length (99 bp) filter, expected > 249 bp
SRX4327489	Failed mean read length (100 bp) filter, expected > 249 bp
SRX4327491	Failed mean read length (95 bp) filter, expected > 249 bp
SRX4327616	Failed mean read length (98 bp) filter, expected > 249 bp
SRX4327621	Failed mean read length (100 bp) filter, expected > 249 bp
SRX4328350	Failed mean read length (100 bp) filter, expected > 249 bp;Failed base count (69558922 bp) filter, expected > 125691225 bp
SRX4328374	Failed mean read length (99 bp) filter, expected > 249 bp
SRX4328383	Failed mean read length (98 bp) filter, expected > 249 bp
SRX4328390	Failed mean read length (100 bp) filter, expected > 249 bp
SRX4328400	Failed mean read length (96 bp) filter, expected > 249 bp
SRX4328503	Failed mean read length (98 bp) filter, expected > 249 bp
SRX4328662	Failed mean read length (99 bp) filter, expected > 249 bp
SRX4328669	Failed mean read length (98 bp) filter, expected > 249 bp
SRX4328679	Failed mean read length (98 bp) filter, expected > 249 bp
SRX4328689	Failed mean read length (97 bp) filter, expected > 249 bp
SRX4328711	Failed mean read length (100 bp) filter, expected > 249 bp
SRX4328715	Failed mean read length (100 bp) filter, expected > 249 bp
SRX4329026	Failed mean read length (99 bp) filter, expected > 249 bp
SRX4329086	Failed mean read length (98 bp) filter, expected > 249 bp
SRX4329093	Failed mean read length (100 bp) filter, expected > 249 bp
SRX4329107	Failed mean read length (100 bp) filter, expected > 249 bp
SRX4329123	Failed mean read length (98 bp) filter, expected > 249 bp
SRX4329247	Failed mean read length (99 bp) filter, expected > 249 bp
SRX4329290	Failed mean read length (97 bp) filter, expected > 249 bp
SRX4329293	Failed mean read length (98 bp) filter, expected > 249 bp
SRX4333324	Failed mean read length (149 bp) filter, expected > 249 bp
SRX4334955	Failed mean read length (99 bp) filter, expected > 249 bp
SRX4334959	Failed mean read length (99 bp) filter, expected > 249 bp
SRX4334965	Failed mean read length (96 bp) filter, expected > 249 bp
SRX4334971	Failed mean read length (98 bp) filter, expected > 249 bp
SRX4334990	Failed mean read length (98 bp) filter, expected > 249 bp
SRX4335015	Failed mean read length (99 bp) filter, expected > 249 bp
SRX4335020	Failed mean read length (99 bp) filter, expected > 249 bp
SRX4335037	Failed mean read length (100 bp) filter, expected > 249 bp
SRX4335677	Failed mean read length (149 bp) filter, expected > 249 bp
SRX4338619	Failed mean read length (99 bp) filter, expected > 249 bp
SRX4338632	Failed mean read length (97 bp) filter, expected > 249 bp
SRX4338657	Failed mean read length (91 bp) filter, expected > 249 bp
SRX4338681	Failed mean read length (99 bp) filter, expected > 249 bp
SRX4338709	Failed mean read length (98 bp) filter, expected > 249 bp
SRX4338718	Failed mean read length (98 bp) filter, expected > 249 bp
SRX4338743	Failed mean read length (100 bp) filter, expected > 249 bp
SRX4338755	Failed mean read length (99 bp) filter, expected > 249 bp
SRX4338835	Failed mean read length (100 bp) filter, expected > 249 bp;Failed base count (122263626 bp) filter, expected > 125691225 bp
SRX4338851	Failed mean read length (97 bp) filter, expected > 249 bp;Failed base count (81152013 bp) filter, expected > 125691225 bp
SRX4338852	Failed mean read length (100 bp) filter, expected > 249 bp;Failed base count (107680224 bp) filter, expected > 125691225 bp
SRX4338869	Failed mean read length (100 bp) filter, expected > 249 bp
SRX4338880	Failed mean read length (99 bp) filter, expected > 249 bp
SRX4338882	Failed mean read length (100 bp) filter, expected > 249 bp
SRX4338890	Failed mean read length (98 bp) filter, expected > 249 bp
SRX4338895	Failed mean read length (98 bp) filter, expected > 249 bp
SRX4338926	Failed mean read length (100 bp) filter, expected > 249 bp
SRX4338932	Failed mean read length (99 bp) filter, expected > 249 bp
SRX4338967	Failed mean read length (237 bp) filter, expected > 249 bp
SRX4340741	Failed mean read length (93 bp) filter, expected > 249 bp
SRX4340746	Failed mean read length (98 bp) filter, expected > 249 bp
SRX4341334	Failed mean read length (149 bp) filter, expected > 249 bp
SRX4343986	Failed mean read length (100 bp) filter, expected > 249 bp
SRX4344155	Failed mean read length (99 bp) filter, expected > 249 bp
SRX4344159	Failed mean read length (99 bp) filter, expected > 249 bp
SRX4344175	Failed mean read length (98 bp) filter, expected > 249 bp
SRX4344393	Failed mean read length (93 bp) filter, expected > 249 bp
SRX4344841	Failed mean read length (100 bp) filter, expected > 249 bp
SRX4344847	Failed mean read length (98 bp) filter, expected > 249 bp
SRX4344913	Failed mean read length (98 bp) filter, expected > 249 bp
SRX4344924	Failed mean read length (96 bp) filter, expected > 249 bp
SRX4344963	Failed mean read length (100 bp) filter, expected > 249 bp
SRX4349568	Failed mean read length (98 bp) filter, expected > 249 bp
SRX4349571	Failed mean read length (99 bp) filter, expected > 249 bp
SRX4349576	Failed mean read length (100 bp) filter, expected > 249 bp
SRX4349582	Failed mean read length (97 bp) filter, expected > 249 bp
SRX4349791	Failed mean read length (99 bp) filter, expected > 249 bp
SRX4349805	Failed mean read length (99 bp) filter, expected > 249 bp
SRX4349826	Failed mean read length (100 bp) filter, expected > 249 bp
SRX4349832	Failed mean read length (98 bp) filter, expected > 249 bp
SRX4349841	Failed mean read length (98 bp) filter, expected > 249 bp
SRX4349848	Failed mean read length (98 bp) filter, expected > 249 bp
SRX4349854	Failed mean read length (99 bp) filter, expected > 249 bp
SRX4349881	Failed mean read length (99 bp) filter, expected > 249 bp
SRX4350066	Failed mean read length (99 bp) filter, expected > 249 bp
SRX4364803	Failed mean read length (148 bp) filter, expected > 249 bp
SRX4364927	Failed mean read length (99 bp) filter, expected > 249 bp
SRX4364991	Failed mean read length (99 bp) filter, expected > 249 bp
SRX4365001	Failed mean read length (98 bp) filter, expected > 249 bp
SRX4365117	Failed mean read length (99 bp) filter, expected > 249 bp
SRX4365161	Failed mean read length (98 bp) filter, expected > 249 bp
SRX4365162	Failed mean read length (99 bp) filter, expected > 249 bp
SRX4365204	Failed mean read length (97 bp) filter, expected > 249 bp
SRX4365214	Failed mean read length (92 bp) filter, expected > 249 bp
SRX4370423	Failed mean read length (149 bp) filter, expected > 249 bp
SRX4370692	Failed mean read length (97 bp) filter, expected > 249 bp
SRX4371069	Failed mean read length (100 bp) filter, expected > 249 bp
SRX4373701	Failed mean read length (242 bp) filter, expected > 249 bp
SRX4373734	Failed mean read length (242 bp) filter, expected > 249 bp
SRX4377223	Failed mean read length (100 bp) filter, expected > 249 bp
SRX4377357	Failed mean read length (100 bp) filter, expected > 249 bp
SRX4377379	Failed mean read length (98 bp) filter, expected > 249 bp
SRX4377390	Failed mean read length (100 bp) filter, expected > 249 bp
SRX4377398	Failed mean read length (100 bp) filter, expected > 249 bp
SRX4377458	Failed mean read length (99 bp) filter, expected > 249 bp
SRX4377461	Failed mean read length (97 bp) filter, expected > 249 bp
SRX4377468	Failed mean read length (100 bp) filter, expected > 249 bp
SRX4377470	Failed mean read length (99 bp) filter, expected > 249 bp
SRX4377477	Failed mean read length (99 bp) filter, expected > 249 bp
SRX4381951	Failed mean read length (100 bp) filter, expected > 249 bp
SRX4381970	Failed mean read length (100 bp) filter, expected > 249 bp
SRX4381997	Failed mean read length (98 bp) filter, expected > 249 bp
SRX4386525	Failed mean read length (99 bp) filter, expected > 249 bp
SRX4386534	Failed mean read length (99 bp) filter, expected > 249 bp
SRX4386541	Failed mean read length (99 bp) filter, expected > 249 bp
SRX4386558	Failed mean read length (98 bp) filter, expected > 249 bp
SRX4386707	Failed mean read length (100 bp) filter, expected > 249 bp
SRX4386716	Failed mean read length (98 bp) filter, expected > 249 bp
SRX4386738	Failed mean read length (100 bp) filter, expected > 249 bp
SRX4387677	Failed mean read length (149 bp) filter, expected > 249 bp
SRX4390142	Failed mean read length (222 bp) filter, expected > 249 bp
SRX4391497	Failed mean read length (99 bp) filter, expected > 249 bp
SRX4391589	Failed mean read length (100 bp) filter, expected > 249 bp
SRX4391630	Failed mean read length (100 bp) filter, expected > 249 bp
SRX4391670	Failed mean read length (100 bp) filter, expected > 249 bp
SRX4391681	Failed mean read length (98 bp) filter, expected > 249 bp
SRX4391709	Failed mean read length (100 bp) filter, expected > 249 bp
SRX4391739	Failed mean read length (100 bp) filter, expected > 249 bp
SRX4392156	Failed mean read length (100 bp) filter, expected > 249 bp
SRX4392165	Failed mean read length (99 bp) filter, expected > 249 bp
SRX4392176	Failed mean read length (99 bp) filter, expected > 249 bp
SRX4392224	Failed mean read length (100 bp) filter, expected > 249 bp
SRX4392227	Failed mean read length (99 bp) filter, expected > 249 bp
SRX4392292	Failed mean read length (100 bp) filter, expected > 249 bp
SRX4392321	Failed mean read length (100 bp) filter, expected > 249 bp
SRX4392326	Failed mean read length (100 bp) filter, expected > 249 bp
SRX4392333	Failed mean read length (100 bp) filter, expected > 249 bp
SRX4392336	Failed mean read length (99 bp) filter, expected > 249 bp
SRX4392388	Failed mean read length (100 bp) filter, expected > 249 bp
SRX4394104	Failed mean read length (220 bp) filter, expected > 249 bp
SRX4396119	Failed mean read length (99 bp) filter, expected > 249 bp
SRX4396172	Failed mean read length (98 bp) filter, expected > 249 bp
SRX4396224	Failed mean read length (148 bp) filter, expected > 249 bp
SRX4396262	Failed mean read length (148 bp) filter, expected > 249 bp
SRX4396446	Failed mean read length (98 bp) filter, expected > 249 bp
SRX4396507	Failed mean read length (97 bp) filter, expected > 249 bp
SRX4396519	Failed mean read length (99 bp) filter, expected > 249 bp
SRX4396605	Failed mean read length (241 bp) filter, expected > 249 bp
SRX4400700	Failed mean read length (238 bp) filter, expected > 249 bp
SRX4400705	Failed mean read length (241 bp) filter, expected > 249 bp
SRX4400728	Failed mean read length (240 bp) filter, expected > 249 bp
SRX4401109	Failed mean read length (99 bp) filter, expected > 249 bp
SRX4401213	Failed mean read length (98 bp) filter, expected > 249 bp
SRX4401217	Failed mean read length (99 bp) filter, expected > 249 bp
SRX4401280	Failed mean read length (99 bp) filter, expected > 249 bp
SRX4401294	Failed mean read length (100 bp) filter, expected > 249 bp
SRX4401323	Failed mean read length (99 bp) filter, expected > 249 bp
SRX4401386	Failed mean read length (98 bp) filter, expected > 249 bp
SRX4401461	Failed mean read length (100 bp) filter, expected > 249 bp
SRX4401465	Failed mean read length (99 bp) filter, expected > 249 bp
SRX4401476	Failed mean read length (98 bp) filter, expected > 249 bp
SRX4405913	Failed mean read length (98 bp) filter, expected > 249 bp
SRX4405994	Failed mean read length (97 bp) filter, expected > 249 bp
SRX4406329	Failed mean read length (100 bp) filter, expected > 249 bp
SRX4406333	Failed mean read length (99 bp) filter, expected > 249 bp
SRX4406353	Failed mean read length (99 bp) filter, expected > 249 bp
SRX4406387	Failed mean read length (92 bp) filter, expected > 249 bp
SRX4406390	Failed mean read length (98 bp) filter, expected > 249 bp
SRX4406401	Failed mean read length (97 bp) filter, expected > 249 bp
SRX4406403	Failed mean read length (98 bp) filter, expected > 249 bp
SRX4406419	Failed mean read length (100 bp) filter, expected > 249 bp
SRX4409670	Failed mean read length (149 bp) filter, expected > 249 bp
SRX4409671	Failed mean read length (149 bp) filter, expected > 249 bp
SRX4479717	Failed mean read length (149 bp) filter, expected > 249 bp
SRX4485202	Failed mean read length (149 bp) filter, expected > 249 bp
SRX4496335	Failed mean read length (244 bp) filter, expected > 249 bp
SRX4498583	Failed mean read length (244 bp) filter, expected > 249 bp
SRX4506036	Failed mean read length (149 bp) filter, expected > 249 bp
SRX4519126	Failed mean read length (149 bp) filter, expected > 249 bp
SRX4553727	Failed mean read length (151 bp) filter, expected > 249 bp
SRX4565150	Failed mean read length (148 bp) filter, expected > 249 bp
SRX4565169	Failed mean read length (148 bp) filter, expected > 249 bp
SRX4614168	Failed mean read length (240 bp) filter, expected > 249 bp
SRX4640125	Failed mean read length (148 bp) filter, expected > 249 bp
SRX4674468	Failed mean read length (149 bp) filter, expected > 249 bp
SRX4679216	Failed mean read length (98 bp) filter, expected > 249 bp
SRX4679272	Failed mean read length (99 bp) filter, expected > 249 bp
SRX4679288	Failed mean read length (100 bp) filter, expected > 249 bp
SRX4679293	Failed mean read length (99 bp) filter, expected > 249 bp
SRX4679339	Failed mean read length (100 bp) filter, expected > 249 bp
SRX4679342	Failed mean read length (100 bp) filter, expected > 249 bp
SRX4679367	Failed mean read length (98 bp) filter, expected > 249 bp
SRX4679380	Failed mean read length (99 bp) filter, expected > 249 bp
SRX4679386	Failed mean read length (99 bp) filter, expected > 249 bp
SRX4679402	Failed mean read length (99 bp) filter, expected > 249 bp
SRX4679419	Failed mean read length (100 bp) filter, expected > 249 bp
SRX4679426	Failed mean read length (100 bp) filter, expected > 249 bp
SRX4679445	Failed mean read length (100 bp) filter, expected > 249 bp
SRX4679451	Failed mean read length (100 bp) filter, expected > 249 bp
SRX4679462	Failed mean read length (100 bp) filter, expected > 249 bp
SRX4679467	Failed mean read length (99 bp) filter, expected > 249 bp
SRX4679469	Failed mean read length (100 bp) filter, expected > 249 bp
SRX4679479	Failed mean read length (99 bp) filter, expected > 249 bp
SRX4679488	Failed mean read length (99 bp) filter, expected > 249 bp
SRX4692151	Failed mean read length (94 bp) filter, expected > 249 bp
SRX4692188	Failed mean read length (100 bp) filter, expected > 249 bp
SRX4692195	Failed mean read length (100 bp) filter, expected > 249 bp
SRX4692215	Failed mean read length (99 bp) filter, expected > 249 bp
SRX4692223	Failed mean read length (99 bp) filter, expected > 249 bp
SRX4692229	Failed mean read length (99 bp) filter, expected > 249 bp
SRX4692265	Failed mean read length (99 bp) filter, expected > 249 bp
SRX4692268	Failed mean read length (100 bp) filter, expected > 249 bp
SRX4692277	Failed mean read length (100 bp) filter, expected > 249 bp
SRX4692283	Failed mean read length (99 bp) filter, expected > 249 bp
SRX4692317	Failed mean read length (100 bp) filter, expected > 249 bp
SRX4692324	Failed mean read length (100 bp) filter, expected > 249 bp
SRX4692350	Failed mean read length (100 bp) filter, expected > 249 bp;Failed base count (94167861 bp) filter, expected > 125691225 bp
SRX4692378	Failed mean read length (98 bp) filter, expected > 249 bp
SRX4693232	Failed mean read length (99 bp) filter, expected > 249 bp
SRX4693238	Failed mean read length (100 bp) filter, expected > 249 bp
SRX4693239	Failed mean read length (99 bp) filter, expected > 249 bp
SRX4693249	Failed mean read length (100 bp) filter, expected > 249 bp
SRX4693259	Failed mean read length (100 bp) filter, expected > 249 bp
SRX4693278	Failed mean read length (100 bp) filter, expected > 249 bp
SRX4693306	Failed mean read length (100 bp) filter, expected > 249 bp
SRX4693346	Failed mean read length (99 bp) filter, expected > 249 bp
SRX4693347	Failed mean read length (99 bp) filter, expected > 249 bp
SRX4693356	Failed mean read length (100 bp) filter, expected > 249 bp
SRX4693366	Failed mean read length (99 bp) filter, expected > 249 bp
SRX4693377	Failed mean read length (100 bp) filter, expected > 249 bp
SRX4693448	Failed mean read length (99 bp) filter, expected > 249 bp
SRX4701233	Failed mean read length (100 bp) filter, expected > 249 bp
SRX4701273	Failed mean read length (99 bp) filter, expected > 249 bp
SRX4701321	Failed mean read length (100 bp) filter, expected > 249 bp
SRX4701335	Failed mean read length (100 bp) filter, expected > 249 bp
SRX4701365	Failed mean read length (100 bp) filter, expected > 249 bp
SRX4701386	Failed mean read length (100 bp) filter, expected > 249 bp
